file,onset,duration,,file,onset,duration
G61221007,14:01.5,0.157,,B61221007,10:14.6,0.539
G61221007,14:15.5,0.157,,B61221007,10:15.9,0.589
G61221007,14:26.3,0.175,,B61221007,10:17.3,0.589
G61221007,14:46.1,0.157,,B61221007,10:18.6,0.601
G61221007,15:42.3,0.182,,B61221007,10:20.0,0.626
G61221007,16:09.6,0.169,,B61221007,10:21.4,0.608
G61221007,16:24.4,0.182,,B61221007,11:10.6,0.589
G61221007,16:36.0,0.138,,B61221007,11:12.1,0.52
G61221007,16:54.9,0.15,,B61221007,11:13.3,0.639
G61221007,17:18.9,0.182,,B61221007,11:14.7,0.633
G61221007,17:29.2,0.107,,B61221007,11:16.1,0.608
G61221007,17:44.1,0.175,,B61221007,11:27.1,0.363
G61221007,18:02.0,0.175,,B61221007,11:49.4,0.439
G61221007,18:12.4,0.169,,B61221007,11:50.8,0.426
G61221007,18:33.5,0.188,,B61221007,11:52.0,0.47
G61221007,18:55.6,0.188,,B61221007,11:53.3,0.47
G61221007,19:19.7,0.175,,B61221007,11:56.7,0.495
G61221007,19:37.2,0.163,,B61221007,11:58.1,0.545
G61221007,19:54.3,0.175,,B61221007,11:59.7,0.52
G61221007,20:09.8,0.163,,B61221007,12:03.9,0.445
G61221007,20:25.1,0.157,,B61221007,12:33.3,0.545
G61221007,20:51.1,0.182,,B61221007,12:34.7,0.57
G61221007,20:58.3,0.1,,B61221007,12:36.1,0.583
G61221007,21:20.5,0.157,,B61221007,12:37.5,0.583
G61221007,21:42.7,0.169,,B61221007,12:38.9,0.589
G61221007,22:16.4,0.169,,B61221007,12:45.9,0.47
G61221007,22:48.7,0.175,,B61221007,12:47.9,0.457
G61221007,23:02.3,0.138,,B61221007,13:30.9,0.595
G61221007,23:07.7,0.15,,B61221007,13:32.3,0.595
G61221007,23:18.7,0.15,,B61221007,13:33.7,0.608
G61221007,23:32.6,0.144,,B61221007,13:35.1,0.595
G61221007,24:06.3,0.15,,B61221007,13:36.4,0.689
G61221007,24:20.4,0.157,,B61221007,14:35.3,0.583
G61221007,24:31.2,0.138,,B61221007,14:36.7,0.57
G61221007,24:37.5,0.094,,B61221007,14:38.1,0.626
G61221007,24:52.9,0.15,,B61221007,14:39.5,0.633
G61221007,25:05.6,0.107,,B61221007,14:40.9,0.62
G61221007,25:14.7,0.144,,B61221007,14:59.8,0.395
G61221007,25:20.1,0.1,,B61221007,15:18.5,0.583
G61221007,25:33.1,0.163,,B61221007,15:19.7,0.583
G61221007,25:43.5,0.119,,B61221007,15:29.2,0.595
G61221007,25:56.6,0.107,,B61221007,15:30.8,0.551
G61221007,26:14.8,0.182,,B61221007,15:32.2,0.626
G61221007,26:27.1,0.094,,B61221007,16:16.2,0.564
G61221007,26:36.5,0.15,,B61221007,16:17.7,0.564
G61221007,26:50.1,0.144,,B61221007,16:19.1,0.626
G61221007,27:11.6,0.238,,B61221007,16:20.5,0.589
G61221007,27:28.2,0.163,,B61221007,16:29.3,0.439
G61221007,27:50.4,0.188,,B61221007,16:30.9,0.42
G61221007,28:19.8,0.15,,B61221007,16:41.3,0.507
G61221007,28:40.8,0.163,,B61221007,16:42.8,0.376
G61221007,28:48.2,0.169,,B61221007,16:44.0,0.42
G61221007,29:03.3,0.063,,B61221007,16:45.4,0.357
G61221007,29:13.1,0.15,,B61221007,16:46.6,0.62
G61221007,29:27.2,0.163,,B61221007,16:48.2,0.232
G61221007,29:48.3,0.15,,B61221007,17:05.7,0.589
,,,,B61221007,17:07.1,0.626
,,,,B61221007,17:08.5,0.595
,,,,B61221007,17:09.8,0.614
,,,,B61221007,17:55.9,0.551
,,,,B61221007,18:24.6,0.376
,,,,B61221007,18:26.1,0.439
,,,,B61221007,18:55.8,0.589
,,,,B61221007,18:57.3,0.564
,,,,B61221007,18:58.6,0.589
,,,,B61221007,18:59.9,0.589
,,,,B61221007,19:01.3,0.639
,,,,B61221007,19:09.4,0.464
,,,,B61221007,19:10.7,0.558
,,,,B61221007,19:12.1,0.683
,,,,B61221007,19:13.6,0.645
,,,,B61221007,19:15.0,0.626
,,,,B61221007,19:16.6,0.633
,,,,B61221007,19:26.9,0.307
,,,,B61221007,19:28.2,0.326
,,,,B61221007,20:16.4,0.695
,,,,B61221007,20:42.6,0.57
,,,,B61221007,20:43.9,0.614
,,,,B61221007,20:45.2,0.626
,,,,B61221007,20:46.5,0.614
,,,,B61221007,20:47.9,0.626
,,,,B61221007,20:49.3,0.645
,,,,B61221007,21:55.5,0.601
,,,,B61221007,21:56.9,0.589
,,,,B61221007,21:58.3,0.558
,,,,B61221007,21:59.6,0.589
,,,,B61221007,22:01.0,0.608
,,,,B61221007,22:07.9,0.489
,,,,B61221007,22:09.1,0.57
,,,,B61221007,22:10.4,0.67
,,,,B61221007,22:11.8,0.583
,,,,B61221007,22:13.0,0.727
,,,,B61221007,22:14.4,0.683
,,,,B61221007,22:15.8,0.608
,,,,B61221007,22:17.3,0.539
,,,,B61221007,22:18.8,0.489
,,,,B61221007,22:20.3,0.445
,,,,B61221007,22:21.6,0.608
,,,,B61221007,22:23.1,0.545
,,,,B61221007,22:53.2,0.576
,,,,B61221007,23:23.5,0.376
,,,,B61221007,23:33.0,0.589
,,,,B61221007,23:34.4,0.583
,,,,B61221007,23:35.8,0.576
,,,,B61221007,23:37.1,0.576
,,,,B61221007,23:38.6,0.608
,,,,B61221007,24:12.7,0.802
,,,,B61221007,24:14.5,0.52
,,,,B61221007,24:15.8,0.733
,,,,B61221007,24:17.1,0.407
,,,,B61221007,24:18.5,0.42
,,,,B61221007,24:43.3,0.507
,,,,B61221007,24:44.6,0.576
,,,,B61221007,24:45.9,0.589
,,,,B61221007,24:47.1,0.67
,,,,B61221007,24:48.4,0.651
,,,,B61221007,24:49.7,0.664
,,,,B61221007,24:51.0,0.689
,,,,B61221007,25:18.5,0.42
,,,,B61221007,25:19.8,0.42
,,,,B61221007,25:21.2,0.376
,,,,B61221007,25:23.6,0.532
,,,,B61221007,25:24.9,0.558
,,,,B61221007,25:26.1,0.651
,,,,B61221007,25:27.5,0.626
,,,,B61221007,25:28.9,0.639
,,,,B61221007,26:00.7,0.545
,,,,B61221007,26:02.0,0.614
,,,,B61221007,26:03.4,0.645
,,,,B61221007,26:04.9,0.633
,,,,B61221007,26:39.9,0.595
,,,,B61221007,26:41.3,0.601
,,,,B61221007,26:42.6,0.62
,,,,B61221007,26:43.9,0.633
,,,,B61221007,27:16.8,0.614
,,,,B61221007,27:18.1,0.639
,,,,B61221007,27:19.5,0.62
,,,,B61221007,27:20.8,0.658
,,,,B61221007,27:22.2,0.677
,,,,B61221007,27:23.6,0.683
,,,,B61221007,27:35.5,0.388
,,,,B61221007,27:36.7,0.457
,,,,B61221007,27:37.9,0.476
,,,,B61221007,27:39.2,0.426
,,,,B61221007,27:40.5,0.47
,,,,B61221007,27:44.9,0.326
,,,,B61221007,27:46.5,0.445
,,,,B61221007,28:10.0,0.551
,,,,B61221007,28:11.3,0.62
,,,,B61221007,28:12.3,0.959
,,,,B61221007,28:13.6,0.965
,,,,B61221007,28:14.9,1.09
,,,,B61221007,28:16.6,0.708
,,,,B61221007,28:18.0,0.683
,,,,B61221007,28:57.5,0.583
,,,,B61221007,28:58.9,0.608
,,,,B61221007,29:00.4,0.558
,,,,B61221007,29:03.6,0.37
,,,,B61221007,29:04.3,0.363
,,,,B61221007,29:05.0,0.351
,,,,B61221007,29:05.6,0.445
,,,,B61221007,29:06.3,0.388
,,,,B61221007,29:06.8,0.401
,,,,B61221007,29:07.7,0.852
,,,,B61221007,29:09.1,0.721
,,,,B61221007,29:10.6,0.47
,,,,B61221007,29:36.2,0.426
,,,,B61221007,29:39.9,0.658
,,,,B61221007,29:49.7,0.501
,,,,B61221007,30:00.8,0.545
