file,onset,duration,,file,onset,duration
G61133005,10:19.9,0.163,,B61133005,04:26.2,0.464
G61133005,10:36.1,0.225,,B61133005,04:27.4,0.482
G61133005,10:36.7,0.225,,B61133005,04:41.4,0.558
G61133005,10:42.2,0.15,,B61133005,04:42.7,0.526
G61133005,10:57.6,0.2,,B61133005,04:43.8,0.595
G61133005,10:59.4,0.212,,B61133005,04:45.0,0.601
G61133005,11:14.9,0.287,,B61133005,04:45.7,0.407
G61133005,11:15.4,0.287,,B61133005,04:46.2,1.053
G61133005,11:31.7,0.188,,B61133005,04:47.5,0.89
G61133005,11:36.9,0.138,,B61133005,04:48.9,0.764
G61133005,11:45.8,0.225,,B61133005,04:50.3,0.689
G61133005,12:02.8,0.188,,B61133005,04:51.8,0.564
G61133005,12:07.1,0.237,,B61133005,05:04.3,0.532
G61133005,12:25.0,0.212,,B61133005,05:05.6,0.52
G61133005,12:37.9,0.25,,B61133005,05:06.4,6.202
G61133005,12:38.6,0.287,,B61133005,05:12.8,0.608
G61133005,12:55.2,0.225,,B61133005,05:27.3,0.689
G61133005,12:55.8,0.15,,B61133005,05:28.3,0.57
G61133005,13:06.9,0.237,,B61133005,05:29.0,1.084
G61133005,13:09.9,0.225,,B61133005,05:30.2,2.074
G61133005,13:15.0,0.138,,B61133005,05:32.4,1.667
G61133005,13:30.3,0.212,,B61133005,05:34.8,0.501
G61133005,13:35.4,0.138,,B61133005,05:47.3,0.495
G61133005,13:52.6,0.2,,B61133005,05:58.1,0.489
G61133005,13:57.0,0.175,,B61133005,05:59.3,0.52
G61133005,14:00.9,0.2,,B61133005,06:00.5,0.457
G61133005,14:14.7,0.113,,B61133005,06:01.7,0.464
G61133005,14:33.9,0.212,,B61133005,06:03.1,0.495
G61133005,14:34.4,0.237,,B61133005,06:09.3,0.52
G61133005,14:53.7,0.163,,B61133005,06:10.7,0.382
G61133005,14:57.4,0.175,,B61133005,06:11.8,0.664
G61133005,15:03.0,0.15,,B61133005,06:12.6,5.112
G61133005,15:08.2,0.188,,B61133005,06:18.5,0.683
G61133005,15:18.2,0.2,,B61133005,06:29.1,0.614
G61133005,15:33.3,0.237,,B61133005,06:30.4,0.583
G61133005,15:33.9,0.188,,B61133005,06:31.6,0.601
G61133005,15:36.9,0.125,,B61133005,06:32.8,0.595
G61133005,15:41.3,0.2,,B61133005,06:34.1,0.576
G61133005,15:46.2,0.225,,B61133005,06:35.3,0.62
G61133005,16:02.4,0.25,,B61133005,06:36.7,0.633
G61133005,16:03.6,0.212,,B61133005,06:43.0,0.532
G61133005,16:09.3,0.212,,B61133005,06:44.3,0.526
G61133005,16:18.6,0.175,,B61133005,06:45.5,0.583
G61133005,16:25.4,0.225,,B61133005,06:46.7,0.583
G61133005,16:33.3,0.188,,B61133005,06:48.0,0.595
G61133005,16:41.3,0.25,,B61133005,06:49.2,0.633
G61133005,16:57.5,0.188,,B61133005,06:57.7,0.67
G61133005,17:02.1,0.125,,B61133005,06:58.6,7.399
G61133005,17:05.2,0.1,,B61133005,07:18.7,0.501
G61133005,17:06.3,0.138,,B61133005,07:30.7,0.532
G61133005,17:15.1,0.15,,B61133005,07:31.5,0.558
G61133005,17:21.3,0.138,,B61133005,07:32.7,0.495
G61133005,17:32.9,0.237,,B61133005,07:33.9,0.476
G61133005,17:33.5,0.2,,B61133005,07:35.1,0.47
G61133005,17:42.4,0.163,,B61133005,07:35.9,0.457
G61133005,17:56.9,0.237,,B61133005,07:37.2,0.971
G61133005,18:09.7,0.163,,B61133005,07:38.4,0.814
G61133005,18:17.5,0.138,,B61133005,07:39.4,0.996
G61133005,18:21.8,0.175,,B61133005,07:40.8,0.827
G61133005,18:23.2,0.113,,B61133005,07:42.2,0.896
G61133005,18:35.0,0.188,,B61133005,07:43.5,1.535
G61133005,18:37.1,0.175,,B61133005,07:45.7,0.927
G61133005,18:48.2,0.188,,B61133005,07:47.7,0.833
G61133005,18:48.7,0.25,,B61133005,07:51.5,0.539
G61133005,18:56.9,0.175,,B61133005,07:52.7,0.658
G61133005,19:02.0,0.175,,B61133005,07:54.1,0.689
G61133005,19:21.1,0.175,,B61133005,07:55.4,0.683
G61133005,19:22.2,0.237,,B61133005,07:56.9,0.702
G61133005,19:22.7,0.263,,B61133005,08:09.8,0.495
G61133005,19:27.1,0.163,,B61133005,08:11.3,0.495
G61133005,19:35.2,0.163,,B61133005,08:12.9,0.996
G61133005,19:41.3,0.188,,B61133005,08:14.5,0.47
G61133005,19:41.9,0.212,,B61133005,08:15.6,0.457
G61133005,19:48.7,0.15,,B61133005,08:16.8,0.464
G61133005,20:07.0,0.138,,B61133005,08:17.9,0.47
G61133005,20:09.2,0.138,,B61133005,08:19.1,0.464
G61133005,20:13.4,0.138,,B61133005,08:34.2,0.526
G61133005,20:20.9,0.175,,B61133005,08:35.3,5.432
G61133005,20:29.0,0.188,,B61133005,08:41.2,0.915
G61133005,20:34.7,0.15,,B61133005,08:42.6,0.758
G61133005,20:41.0,0.212,,B61133005,08:43.9,0.67
G61133005,20:44.7,0.212,,B61133005,08:45.4,0.664
G61133005,20:45.2,0.212,,B61133005,09:03.9,0.514
G61133005,21:01.5,0.188,,B61133005,09:05.4,0.558
G61133005,21:04.8,0.212,,B61133005,09:06.8,0.495
G61133005,21:05.3,0.237,,B61133005,09:11.8,0.752
G61133005,21:08.4,0.15,,B61133005,09:13.5,0.727
G61133005,21:22.8,0.188,,B61133005,09:14.9,0.752
G61133005,21:27.0,0.125,,B61133005,09:29.4,0.507
G61133005,21:40.8,0.175,,B61133005,09:30.6,0.42
G61133005,21:41.3,0.225,,B61133005,09:31.7,0.47
G61133005,21:50.5,0.125,,B61133005,09:32.9,0.482
G61133005,22:02.3,0.188,,B61133005,09:34.4,0.651
G61133005,22:14.6,0.4,,B61133005,09:35.7,4.492
G61133005,22:35.1,0.212,,B61133005,09:40.6,0.896
G61133005,22:39.1,0.287,,B61133005,09:41.9,0.908
G61133005,22:44.6,0.2,,B61133005,09:43.3,0.84
G61133005,23:03.3,0.275,,B61133005,09:45.0,0.664
G61133005,23:13.6,0.138,,B61133005,10:02.2,0.658
G61133005,23:28.3,0.25,,B61133005,10:03.5,0.583
G61133005,23:40.0,0.15,,B61133005,10:04.7,0.564
G61133005,23:45.1,0.175,,B61133005,10:05.9,0.595
G61133005,23:57.9,0.175,,B61133005,10:07.1,0.601
G61133005,23:59.3,0.175,,B61133005,10:08.4,0.626
G61133005,24:08.1,0.225,,B61133005,10:12.0,0.464
G61133005,24:11.6,0.113,,B61133005,10:13.3,0.495
G61133005,24:18.9,0.163,,B61133005,10:14.6,0.532
G61133005,24:30.5,0.188,,B61133005,10:15.9,0.576
G61133005,24:31.1,0.125,,B61133005,10:17.3,0.551
G61133005,24:34.5,0.237,,B61133005,10:23.8,0.758
G61133005,24:35.2,0.25,,B61133005,10:25.0,0.896
G61133005,24:46.6,0.212,,B61133005,10:26.1,1.084
G61133005,24:49.2,0.163,,B61133005,10:27.3,0.52
G61133005,24:52.0,0.25,,B61133005,10:27.9,0.651
G61133005,25:05.0,0.188,,B61133005,10:29.3,0.727
G61133005,25:08.0,0.188,,B61133005,10:48.7,0.495
G61133005,25:08.6,0.225,,B61133005,10:50.0,0.959
G61133005,25:26.7,0.212,,B61133005,10:51.3,0.752
G61133005,25:29.6,0.2,,B61133005,10:52.6,0.595
G61133005,25:33.8,0.188,,B61133005,10:53.8,0.601
G61133005,25:52.8,0.237,,B61133005,10:54.9,0.846
G61133005,25:53.4,0.163,,B61133005,11:00.4,0.714
G61133005,26:05.2,0.225,,B61133005,11:01.8,0.777
G61133005,26:05.8,0.275,,B61133005,11:03.2,0.771
G61133005,26:10.8,0.275,,B61133005,11:04.7,0.783
G61133005,26:17.8,0.15,,B61133005,11:06.2,0.852
G61133005,26:26.0,0.263,,B61133005,11:07.5,0.432
G61133005,26:33.3,0.113,,B61133005,11:08.7,0.445
G61133005,26:47.3,0.275,,B61133005,11:09.8,0.426
G61133005,26:51.1,0.237,,B61133005,11:11.0,0.47
G61133005,26:53.8,0.212,,B61133005,11:19.3,0.633
G61133005,27:06.7,0.237,,B61133005,11:20.6,0.626
G61133005,27:07.3,0.15,,B61133005,11:21.6,0.908
G61133005,27:15.8,0.125,,B61133005,11:22.8,1.09
G61133005,27:33.9,0.1,,B61133005,11:24.0,1.986
G61133005,27:45.2,0.15,,B61133005,11:26.4,0.952
G61133005,27:45.8,0.225,,B61133005,11:27.6,1.04
G61133005,27:52.1,0.163,,B61133005,11:29.5,0.489
G61133005,28:09.5,0.237,,B61133005,11:55.6,0.526
G61133005,28:13.9,0.175,,B61133005,11:57.0,2.036
G61133005,28:18.2,0.225,,B61133005,11:59.2,0.959
G61133005,28:18.7,0.263,,B61133005,12:00.4,1.992
G61133005,28:23.8,0.175,,B61133005,12:03.1,0.539
G61133005,28:29.6,0.138,,B61133005,12:10.1,0.639
G61133005,28:32.1,0.188,,B61133005,12:11.3,0.702
G61133005,28:41.4,0.225,,B61133005,12:12.6,0.702
G61133005,28:56.1,0.188,,B61133005,12:13.8,0.739
G61133005,29:00.4,0.2,,B61133005,12:15.1,0.758
G61133005,29:10.8,0.175,,B61133005,12:16.4,0.758
G61133005,29:14.7,0.113,,B61133005,12:17.8,0.689
G61133005,29:27.4,0.237,,B61133005,12:26.6,0.67
G61133005,29:34.4,0.212,,B61133005,12:27.9,0.658
G61133005,29:52.3,0.188,,B61133005,12:29.2,0.758
G61133005,29:52.8,0.25,,B61133005,12:30.5,0.702
G61133005,30:01.2,0.163,,B61133005,12:32.0,0.727
,,,,B61133005,12:33.4,0.752
,,,,B61133005,12:46.6,0.802
,,,,B61133005,12:48.2,1.084
,,,,B61133005,12:49.5,0.871
,,,,B61133005,12:51.1,0.507
,,,,B61133005,12:52.3,0.526
,,,,B61133005,12:53.5,0.52
,,,,B61133005,12:58.0,0.526
,,,,B61133005,12:59.3,0.915
,,,,B61133005,13:00.6,0.67
,,,,B61133005,13:01.8,0.614
,,,,B61133005,13:02.9,0.833
,,,,B61133005,13:04.1,0.996
,,,,B61133005,13:05.5,0.927
,,,,B61133005,13:15.3,0.52
,,,,B61133005,13:16.5,0.558
,,,,B61133005,13:17.7,0.608
,,,,B61133005,13:18.9,0.589
,,,,B61133005,13:20.1,0.614
,,,,B61133005,13:21.3,0.658
,,,,B61133005,13:37.3,0.971
,,,,B61133005,13:38.6,0.896
,,,,B61133005,13:39.7,3.678
,,,,B61133005,13:43.7,1.879
,,,,B61133005,13:46.2,0.614
,,,,B61133005,14:03.4,0.62
,,,,B61133005,14:04.6,0.651
,,,,B61133005,14:05.8,0.664
,,,,B61133005,14:07.1,0.67
,,,,B61133005,14:08.4,0.645
,,,,B61133005,14:19.4,0.52
,,,,B61133005,14:20.8,0.457
,,,,B61133005,14:22.1,0.338
,,,,B61133005,14:22.7,0.288
,,,,B61133005,14:23.4,0.651
,,,,B61133005,14:24.7,0.457
,,,,B61133005,14:25.8,0.482
,,,,B61133005,14:27.0,0.47
,,,,B61133005,14:36.9,0.382
,,,,B61133005,14:38.3,0.727
,,,,B61133005,14:39.9,0.608
,,,,B61133005,14:41.3,0.677
,,,,B61133005,14:42.7,0.67
,,,,B61133005,14:44.2,1.19
,,,,B61133005,14:46.2,0.589
,,,,B61133005,14:47.4,0.576
,,,,B61133005,14:48.8,0.595
,,,,B61133005,14:50.1,0.626
,,,,B61133005,14:51.6,0.633
,,,,B61133005,14:59.3,0.432
,,,,B61133005,15:00.7,0.501
,,,,B61133005,15:02.0,0.501
,,,,B61133005,15:03.3,0.388
,,,,B61133005,15:04.6,0.395
,,,,B61133005,15:05.9,0.445
,,,,B61133005,15:10.5,0.532
,,,,B61133005,15:11.7,0.482
,,,,B61133005,15:12.9,0.52
,,,,B61133005,15:14.1,0.601
,,,,B61133005,15:15.4,0.551
,,,,B61133005,15:16.7,0.608
,,,,B61133005,15:23.6,0.558
,,,,B61133005,15:24.9,0.558
,,,,B61133005,15:25.7,0.977
,,,,B61133005,15:27.0,0.777
,,,,B61133005,15:27.9,1.478
,,,,B61133005,15:29.6,0.877
,,,,B61133005,15:31.0,0.564
,,,,B61133005,15:32.1,0.532
,,,,B61133005,15:33.3,0.595
,,,,B61133005,15:40.4,0.445
,,,,B61133005,15:41.6,0.413
,,,,B61133005,15:42.7,0.476
,,,,B61133005,15:44.0,0.451
,,,,B61133005,15:47.9,0.464
,,,,B61133005,15:49.3,0.514
,,,,B61133005,15:50.6,0.526
,,,,B61133005,15:51.8,0.526
,,,,B61133005,15:53.1,0.545
,,,,B61133005,15:54.2,0.84
,,,,B61133005,15:57.2,0.57
,,,,B61133005,15:58.5,0.589
,,,,B61133005,15:59.7,0.714
,,,,B61133005,16:01.1,0.721
,,,,B61133005,16:02.7,0.382
,,,,B61133005,16:11.9,0.689
,,,,B61133005,16:13.3,0.595
,,,,B61133005,16:14.4,0.739
,,,,B61133005,16:15.7,0.721
,,,,B61133005,16:16.9,0.727
,,,,B61133005,16:24.3,0.526
,,,,B61133005,16:25.6,0.514
,,,,B61133005,16:26.9,0.507
,,,,B61133005,16:28.1,0.57
,,,,B61133005,16:29.4,0.57
,,,,B61133005,16:30.7,0.595
,,,,B61133005,16:43.8,0.564
,,,,B61133005,16:44.8,1.441
,,,,B61133005,16:46.4,0.796
,,,,B61133005,16:47.8,0.764
,,,,B61133005,16:48.8,1.992
,,,,B61133005,16:51.4,0.702
,,,,B61133005,16:52.8,0.576
,,,,B61133005,16:54.0,0.601
,,,,B61133005,16:55.3,0.626
,,,,B61133005,17:05.3,0.62
,,,,B61133005,17:06.8,0.721
,,,,B61133005,17:07.9,0.583
,,,,B61133005,17:08.7,1.053
,,,,B61133005,17:10.1,0.89
,,,,B61133005,17:11.4,0.777
,,,,B61133005,17:12.7,0.702
,,,,B61133005,17:13.9,0.746
,,,,B61133005,17:15.3,0.482
,,,,B61133005,17:16.6,0.439
,,,,B61133005,17:25.5,0.413
,,,,B61133005,17:28.9,0.57
,,,,B61133005,17:30.2,0.639
,,,,B61133005,17:31.5,0.689
,,,,B61133005,17:33.1,0.495
,,,,B61133005,17:34.2,0.677
,,,,B61133005,17:46.5,0.702
,,,,B61133005,17:47.8,0.664
,,,,B61133005,17:49.1,0.683
,,,,B61133005,17:50.4,0.702
,,,,B61133005,17:53.1,0.464
,,,,B61133005,18:01.1,0.614
,,,,B61133005,18:02.4,0.576
,,,,B61133005,18:03.3,0.952
,,,,B61133005,18:04.4,0.457
,,,,B61133005,18:05.0,0.52
,,,,B61133005,18:05.6,0.388
,,,,B61133005,18:06.2,1.071
,,,,B61133005,18:07.9,0.47
,,,,B61133005,18:09.2,0.482
,,,,B61133005,18:11.5,0.589
,,,,B61133005,18:16.1,0.614
,,,,B61133005,18:19.3,0.495
,,,,B61133005,18:20.7,0.476
,,,,B61133005,18:22.0,0.539
,,,,B61133005,18:23.3,0.464
,,,,B61133005,18:24.6,0.507
,,,,B61133005,18:25.7,0.708
,,,,B61133005,18:27.2,0.708
,,,,B61133005,18:28.6,0.752
,,,,B61133005,18:30.0,0.771
,,,,B61133005,18:31.5,0.814
,,,,B61133005,18:38.1,0.633
,,,,B61133005,18:39.4,0.645
,,,,B61133005,18:40.7,0.677
,,,,B61133005,18:42.0,0.802
,,,,B61133005,18:43.4,0.67
,,,,B61133005,18:44.9,0.664
,,,,B61133005,18:52.5,0.445
,,,,B61133005,18:53.6,0.514
,,,,B61133005,18:54.6,0.495
,,,,B61133005,18:55.8,0.514
,,,,B61133005,19:00.5,0.395
,,,,B61133005,19:01.6,0.413
,,,,B61133005,19:05.5,0.601
,,,,B61133005,19:06.2,2.28
,,,,B61133005,19:08.6,0.758
,,,,B61133005,19:09.5,4.072
,,,,B61133005,19:13.7,1.134
,,,,B61133005,19:15.5,0.626
,,,,B61133005,19:16.8,0.651
,,,,B61133005,19:18.0,0.664
,,,,B61133005,19:19.4,0.645
,,,,B61133005,19:32.0,0.526
,,,,B61133005,19:36.6,0.789
,,,,B61133005,19:46.3,0.626
,,,,B61133005,19:56.4,0.645
,,,,B61133005,19:57.8,0.601
,,,,B61133005,19:59.1,0.645
,,,,B61133005,20:00.4,0.645
,,,,B61133005,20:01.4,1.046
,,,,B61133005,20:07.0,0.645
,,,,B61133005,20:17.8,0.457
,,,,B61133005,20:19.5,0.52
,,,,B61133005,20:21.1,0.507
,,,,B61133005,20:26.4,0.439
,,,,B61133005,20:27.5,0.482
,,,,B61133005,20:28.7,0.445
,,,,B61133005,20:29.9,0.439
,,,,B61133005,20:31.1,0.439
,,,,B61133005,20:32.4,0.457
,,,,B61133005,20:33.3,0.746
,,,,B61133005,20:34.9,0.689
,,,,B61133005,20:36.2,0.721
,,,,B61133005,20:39.4,0.764
,,,,B61133005,20:49.2,0.576
,,,,B61133005,20:50.2,1.416
,,,,B61133005,20:51.8,0.94
,,,,B61133005,20:53.0,0.965
,,,,B61133005,20:54.3,1.021
,,,,B61133005,20:55.4,1.767
,,,,B61133005,20:57.4,0.702
,,,,B61133005,20:59.0,0.62
,,,,B61133005,21:12.2,0.489
,,,,B61133005,21:13.5,0.664
,,,,B61133005,21:14.9,0.714
,,,,B61133005,21:16.1,0.796
,,,,B61133005,21:17.4,0.545
,,,,B61133005,21:18.6,0.558
,,,,B61133005,21:19.8,0.651
,,,,B61133005,21:21.1,0.595
,,,,B61133005,21:30.2,0.658
,,,,B61133005,21:31.5,0.664
,,,,B61133005,21:33.0,0.633
,,,,B61133005,21:34.4,0.727
,,,,B61133005,21:35.9,0.658
,,,,B61133005,21:45.3,0.57
,,,,B61133005,21:46.6,0.62
,,,,B61133005,21:47.9,0.664
,,,,B61133005,21:49.3,0.714
,,,,B61133005,21:50.7,0.702
,,,,B61133005,21:54.3,0.482
,,,,B61133005,21:55.7,0.47
,,,,B61133005,21:57.0,0.532
,,,,B61133005,21:58.2,0.558
,,,,B61133005,21:59.5,0.532
,,,,B61133005,22:01.0,0.47
,,,,B61133005,22:04.3,0.771
,,,,B61133005,22:05.9,0.733
,,,,B61133005,22:07.3,0.733
,,,,B61133005,22:18.9,0.608
,,,,B61133005,22:20.2,0.633
,,,,B61133005,22:21.4,0.601
,,,,B61133005,22:22.7,2.287
,,,,B61133005,22:25.1,1.002
,,,,B61133005,22:26.3,0.908
,,,,B61133005,22:27.7,0.802
,,,,B61133005,22:28.9,0.708
,,,,B61133005,22:30.4,0.758
,,,,B61133005,22:51.7,0.382
,,,,B61133005,22:52.6,0.645
,,,,B61133005,22:54.0,0.426
,,,,B61133005,22:54.9,0.476
,,,,B61133005,22:56.0,0.695
,,,,B61133005,22:57.1,0.439
,,,,B61133005,22:58.1,0.532
,,,,B61133005,22:59.3,0.52
,,,,B61133005,23:05.1,0.626
,,,,B61133005,23:06.4,0.689
,,,,B61133005,23:07.6,0.714
,,,,B61133005,23:08.9,0.708
,,,,B61133005,23:19.5,0.626
,,,,B61133005,23:20.9,0.633
,,,,B61133005,23:22.2,0.639
,,,,B61133005,23:23.5,0.683
,,,,B61133005,23:24.9,0.689
,,,,B61133005,23:26.3,0.721
,,,,B61133005,23:30.6,0.514
,,,,B61133005,23:32.0,0.514
,,,,B61133005,23:33.4,0.464
,,,,B61133005,23:34.7,0.526
,,,,B61133005,23:36.1,0.514
,,,,B61133005,23:47.6,0.796
,,,,B61133005,23:48.9,0.808
,,,,B61133005,23:50.1,0.833
,,,,B61133005,23:51.3,0.783
,,,,B61133005,23:52.4,0.84
,,,,B61133005,23:53.7,0.764
,,,,B61133005,23:55.4,0.57
,,,,B61133005,24:02.7,0.551
,,,,B61133005,24:13.5,0.495
,,,,B61133005,24:14.9,0.52
,,,,B61133005,24:16.2,0.514
,,,,B61133005,24:17.5,0.507
,,,,B61133005,24:23.3,0.576
,,,,B61133005,24:24.6,0.576
,,,,B61133005,24:25.9,0.689
,,,,B61133005,24:27.2,0.708
,,,,B61133005,24:28.6,0.702
,,,,B61133005,24:38.3,1.967
,,,,B61133005,24:40.8,0.714
,,,,B61133005,24:42.1,0.752
,,,,B61133005,24:43.3,0.771
,,,,B61133005,24:44.6,0.758
,,,,B61133005,24:53.7,0.476
,,,,B61133005,24:54.6,1.478
,,,,B61133005,24:56.4,0.777
,,,,B61133005,24:57.7,0.57
,,,,B61133005,24:58.8,0.802
,,,,B61133005,24:59.9,0.57
,,,,B61133005,25:11.8,0.62
,,,,B61133005,25:13.1,0.651
,,,,B61133005,25:14.5,0.651
,,,,B61133005,25:15.8,0.708
,,,,B61133005,25:17.1,0.733
,,,,B61133005,25:21.8,0.608
,,,,B61133005,25:23.3,0.601
,,,,B61133005,25:33.9,0.601
,,,,B61133005,25:35.3,0.539
,,,,B61133005,25:36.4,0.614
,,,,B61133005,25:37.7,0.564
,,,,B61133005,25:38.9,0.545
,,,,B61133005,25:40.1,0.558
,,,,B61133005,25:41.4,0.564
,,,,B61133005,25:43.4,0.476
,,,,B61133005,25:45.0,0.457
,,,,B61133005,25:46.4,0.52
,,,,B61133005,25:47.7,0.507
,,,,B61133005,25:58.9,0.589
,,,,B61133005,26:00.3,0.677
,,,,B61133005,26:01.6,0.946
,,,,B61133005,26:02.8,0.727
,,,,B61133005,26:22.9,0.539
,,,,B61133005,26:24.6,0.47
,,,,B61133005,26:33.5,0.589
,,,,B61133005,26:34.6,0.721
,,,,B61133005,26:35.6,5.269
,,,,B61133005,26:41.5,0.752
,,,,B61133005,26:42.9,0.752
,,,,B61133005,26:44.6,0.664
,,,,B61133005,26:57.7,0.514
,,,,B61133005,26:59.0,0.539
,,,,B61133005,27:00.3,0.558
,,,,B61133005,27:01.6,0.57
,,,,B61133005,27:02.9,0.482
,,,,B61133005,27:04.2,0.482
,,,,B61133005,27:19.3,0.94
,,,,B61133005,27:20.5,0.758
,,,,B61133005,27:21.8,0.708
,,,,B61133005,27:23.0,0.727
,,,,B61133005,27:24.3,0.721
,,,,B61133005,27:25.2,0.545
,,,,B61133005,27:26.4,0.589
,,,,B61133005,27:27.6,0.614
,,,,B61133005,27:28.8,0.62
,,,,B61133005,27:30.1,0.576
,,,,B61133005,27:31.4,0.601
,,,,B61133005,27:32.8,0.545
,,,,B61133005,27:36.8,0.651
,,,,B61133005,27:38.1,0.633
,,,,B61133005,27:39.3,0.683
,,,,B61133005,27:40.7,0.689
,,,,B61133005,27:42.0,0.714
,,,,B61133005,27:43.5,0.702
,,,,B61133005,27:49.5,0.357
,,,,B61133005,27:50.6,0.426
,,,,B61133005,27:51.7,0.464
,,,,B61133005,27:52.8,0.501
,,,,B61133005,27:54.0,0.514
,,,,B61133005,27:59.5,0.545
,,,,B61133005,28:00.9,0.489
,,,,B61133005,28:02.2,0.532
,,,,B61133005,28:03.5,0.482
,,,,B61133005,28:04.8,0.558
,,,,B61133005,28:06.1,0.489
,,,,B61133005,28:06.8,0.351
,,,,B61133005,28:07.5,0.464
,,,,B61133005,28:08.1,0.388
,,,,B61133005,28:09.2,0.439
,,,,B61133005,28:10.3,0.439
,,,,B61133005,28:11.5,0.432
,,,,B61133005,28:21.2,0.683
,,,,B61133005,28:36.4,0.514
,,,,B61133005,28:37.8,0.514
,,,,B61133005,28:38.7,0.965
,,,,B61133005,28:43.3,0.57
,,,,B61133005,28:44.7,0.589
,,,,B61133005,28:46.0,0.633
,,,,B61133005,28:47.5,0.639
,,,,B61133005,28:48.8,0.589
,,,,B61133005,28:50.0,0.583
