file,onset,duration,,file,onset,duration
G52718004,01:25.8,0.225,,B52718004,01:47.9,0.45
G52718004,01:28.0,0.25,,B52718004,01:49.0,0.512
G52718004,01:28.9,0.287,,B52718004,01:49.7,0.887
G52718004,01:29.6,0.138,,B52718004,01:50.9,7.425
G52718004,01:42.1,0.25,,B52718004,01:59.1,0.6
G52718004,01:44.7,0.263,,B52718004,02:03.4,0.75
G52718004,01:45.5,0.25,,B52718004,02:06.6,0.688
G52718004,01:47.0,0.225,,B52718004,02:14.6,1.063
G52718004,01:47.8,0.113,,B52718004,02:16.2,8.2
G52718004,01:49.6,0.113,,B52718004,02:24.7,0.825
G52718004,02:00.9,0.163,,B52718004,02:26.0,0.775
G52718004,02:01.3,0.175,,B52718004,02:27.3,0.713
G52718004,02:01.7,0.138,,B52718004,02:36.1,0.512
G52718004,02:02.3,0.275,,B52718004,02:45.2,0.787
G52718004,02:02.8,0.237,,B52718004,02:46.0,9.375
G52718004,02:03.8,0.212,,B52718004,03:02.2,0.625
G52718004,02:05.7,0.175,,B52718004,03:03.4,0.637
G52718004,02:06.3,0.113,,B52718004,03:04.6,0.7
G52718004,02:08.8,0.212,,B52718004,03:05.8,0.7
G52718004,02:11.8,0.15,,B52718004,03:07.0,0.775
G52718004,02:12.3,0.163,,B52718004,03:08.2,0.925
G52718004,02:12.8,0.212,,B52718004,03:09.5,0.825
G52718004,02:14.1,0.237,,B52718004,03:13.2,0.45
G52718004,02:27.1,0.175,,B52718004,03:13.8,1.6
G52718004,02:28.5,0.2,,B52718004,03:15.6,0.975
G52718004,02:29.0,0.212,,B52718004,03:16.9,0.85
G52718004,02:29.4,0.225,,B52718004,03:18.1,0.762
G52718004,02:29.7,0.188,,B52718004,03:19.6,0.625
G52718004,02:30.0,0.325,,B52718004,03:23.2,0.575
G52718004,02:30.5,0.2,,B52718004,03:24.4,0.475
G52718004,02:31.2,0.287,,B52718004,03:25.4,0.65
G52718004,02:33.3,0.175,,B52718004,03:26.5,0.65
G52718004,02:33.6,0.138,,B52718004,03:27.5,0.875
G52718004,02:34.0,0.125,,B52718004,03:28.8,0.912
G52718004,02:34.2,0.15,,B52718004,03:30.0,1.025
G52718004,02:34.6,0.138,,B52718004,03:31.2,0.688
G52718004,02:35.0,0.15,,B52718004,03:32.6,0.6
G52718004,02:35.8,0.225,,B52718004,03:39.6,0.412
G52718004,02:37.5,0.2,,B52718004,03:40.7,0.512
G52718004,02:37.9,0.212,,B52718004,03:41.6,0.738
G52718004,02:38.4,0.675,,B52718004,03:42.8,0.738
G52718004,02:39.3,0.2,,B52718004,03:43.6,8.537
G52718004,02:41.3,0.237,,B52718004,03:52.4,0.975
G52718004,02:41.9,0.225,,B52718004,03:53.8,0.95
G52718004,02:56.5,0.2,,B52718004,03:55.1,0.787
G52718004,02:58.2,0.263,,B52718004,03:56.5,0.863
G52718004,02:59.0,0.2,,B52718004,03:58.3,0.438
G52718004,02:59.7,0.263,,B52718004,04:04.5,0.588
G52718004,03:00.3,0.25,,B52718004,04:09.5,0.938
G52718004,03:00.8,0.287,,B52718004,04:10.8,0.675
G52718004,03:01.3,0.325,,B52718004,04:11.6,1.013
G52718004,03:01.9,0.25,,B52718004,04:12.8,5.263
G52718004,03:10.9,0.3,,B52718004,04:18.3,0.95
G52718004,03:11.3,0.225,,B52718004,04:19.6,0.95
G52718004,03:11.8,0.188,,B52718004,04:21.0,0.6
G52718004,03:12.3,0.225,,B52718004,04:22.3,0.6
G52718004,03:12.7,0.237,,B52718004,04:25.6,0.537
G52718004,03:13.0,0.237,,B52718004,04:26.7,0.55
G52718004,03:17.8,0.163,,B52718004,04:27.8,0.675
G52718004,03:20.5,0.3,,B52718004,04:29.0,0.637
G52718004,03:21.4,0.188,,B52718004,04:30.2,0.675
G52718004,03:21.8,0.813,,B52718004,04:31.5,0.625
G52718004,03:24.1,0.138,,B52718004,04:40.1,0.588
G52718004,03:24.9,0.212,,B52718004,04:40.8,7.662
G52718004,03:33.3,0.225,,B52718004,04:48.6,0.863
G52718004,03:34.6,0.237,,B52718004,04:49.9,0.713
G52718004,03:35.3,0.225,,B52718004,04:59.8,0.438
G52718004,03:36.4,0.388,,B52718004,05:01.2,0.787
G52718004,03:36.9,0.2,,B52718004,05:02.5,0.525
G52718004,03:37.3,0.15,,B52718004,05:03.5,0.813
G52718004,03:37.4,0.2,,B52718004,05:04.8,1.025
G52718004,03:37.8,0.272,,B52718004,05:06.1,1.263
G52718004,03:38.4,0.163,,B52718004,05:11.0,0.563
G52718004,03:39.5,0.199,,B52718004,05:12.0,0.588
G52718004,03:40.0,0.217,,B52718004,05:13.0,0.662
G52718004,03:52.4,0.136,,B52718004,05:13.8,4.85
G52718004,03:56.1,0.235,,B52718004,05:19.0,0.787
G52718004,03:57.3,0.163,,B52718004,05:20.3,0.95
G52718004,03:57.7,0.145,,B52718004,05:31.4,0.512
G52718004,03:58.0,0.172,,B52718004,05:32.5,1.025
G52718004,03:58.4,0.045,,B52718004,05:33.6,0.65
G52718004,03:59.0,0.235,,B52718004,05:34.6,0.813
G52718004,03:59.8,0.127,,B52718004,05:35.7,0.9
G52718004,03:59.9,0.118,,B52718004,05:36.9,0.762
G52718004,04:00.4,0.172,,B52718004,05:38.0,0.838
G52718004,04:00.8,0.172,,B52718004,05:39.2,0.825
G52718004,04:01.1,0.127,,B52718004,05:40.4,0.787
G52718004,04:01.5,0.118,,B52718004,05:41.4,1.075
G52718004,04:01.9,0.136,,B52718004,05:43.6,0.563
G52718004,04:02.4,0.19,,B52718004,05:45.5,0.563
G52718004,04:05.6,0.235,,B52718004,05:46.8,0.537
G52718004,04:06.1,0.199,,B52718004,05:47.9,0.662
G52718004,04:07.3,0.344,,B52718004,05:49.2,0.637
G52718004,04:07.9,0.335,,B52718004,05:50.5,0.575
G52718004,04:10.5,0.199,,B52718004,05:53.9,0.537
G52718004,04:23.0,0.109,,B52718004,05:55.1,0.637
G52718004,04:23.6,0.19,,B52718004,05:56.3,0.575
G52718004,04:24.9,0.208,,B52718004,05:57.5,0.775
G52718004,04:25.3,0.181,,B52718004,05:58.8,1.025
G52718004,04:26.2,0.136,,B52718004,06:00.4,0.625
G52718004,04:28.6,0.226,,B52718004,06:01.6,0.55
G52718004,04:32.4,0.163,,B52718004,06:02.8,0.6
G52718004,04:32.8,0.19,,B52718004,06:03.9,0.662
G52718004,04:33.4,0.163,,B52718004,06:05.2,0.675
G52718004,04:36.0,0.199,,B52718004,06:12.7,0.588
G52718004,04:36.3,0.226,,B52718004,06:13.9,0.512
G52718004,04:36.5,0.163,,B52718004,06:15.0,0.55
G52718004,04:36.9,0.226,,B52718004,06:15.7,0.95
G52718004,04:37.5,0.181,,B52718004,06:17.1,0.9
G52718004,04:38.6,0.235,,B52718004,06:18.1,8.1
G52718004,04:51.4,0.163,,B52718004,06:39.7,0.7
G52718004,04:52.0,0.136,,B52718004,06:40.8,0.75
G52718004,04:54.9,0.217,,B52718004,06:41.7,0.988
G52718004,04:55.4,0.226,,B52718004,06:42.8,1.025
G52718004,04:56.8,0.118,,B52718004,06:43.9,3.288
G52718004,04:57.3,0.09,,B52718004,06:47.4,2.013
G52718004,04:57.7,0.109,,B52718004,06:57.5,0.675
G52718004,04:58.2,0.109,,B52718004,06:58.6,0.7
G52718004,05:08.6,0.181,,B52718004,06:59.8,0.713
G52718004,05:24.0,0.254,,B52718004,07:01.0,0.775
G52718004,05:24.6,0.245,,B52718004,07:02.2,0.813
G52718004,05:24.9,0.19,,B52718004,07:03.4,0.762
G52718004,05:25.4,0.181,,B52718004,07:04.7,0.762
G52718004,05:25.9,0.181,,B52718004,07:08.0,0.487
G52718004,05:26.3,0.163,,B52718004,07:13.2,0.563
G52718004,05:44.4,0.208,,B52718004,07:14.4,0.625
G52718004,05:47.6,0.281,,B52718004,07:15.5,0.6
G52718004,05:50.4,0.29,,B52718004,07:16.2,9.025
G52718004,05:51.6,0.245,,B52718004,07:25.6,0.838
G52718004,05:52.1,0.226,,B52718004,07:26.9,0.838
G52718004,05:52.7,0.154,,B52718004,07:28.3,0.762
G52718004,05:57.1,0.163,,B52718004,07:36.3,0.762
G52718004,05:58.2,0.199,,B52718004,07:37.4,1.988
G52718004,05:59.9,0.072,,B52718004,07:39.6,0.875
G52718004,06:00.0,0.263,,B52718004,07:40.7,0.85
G52718004,06:00.3,0.136,,B52718004,07:41.9,0.775
G52718004,06:01.1,0.208,,B52718004,07:43.1,0.775
G52718004,06:03.4,0.235,,B52718004,07:44.4,0.787
G52718004,06:05.0,0.172,,B52718004,07:47.3,0.563
G52718004,06:07.2,0.226,,B52718004,07:48.6,0.637
G52718004,06:07.8,0.254,,B52718004,07:49.9,0.662
G52718004,06:08.3,0.281,,B52718004,07:51.0,0.725
G52718004,06:08.7,0.163,,B52718004,07:52.3,0.65
G52718004,06:09.3,0.199,,B52718004,07:54.2,0.662
G52718004,06:10.8,0.263,,B52718004,07:55.6,0.662
G52718004,06:12.2,0.217,,B52718004,07:56.6,0.65
G52718004,06:27.3,0.299,,B52718004,07:57.8,3.575
G52718004,06:28.1,0.163,,B52718004,08:01.5,1.075
G52718004,06:28.6,0.199,,B52718004,08:02.9,0.863
G52718004,06:29.5,0.09,,B52718004,08:04.5,0.613
G52718004,06:30.4,0.245,,B52718004,08:10.4,0.537
G52718004,06:31.0,0.154,,B52718004,08:11.4,0.637
G52718004,06:33.0,0.235,,B52718004,08:12.2,0.95
G52718004,06:33.4,0.154,,B52718004,08:13.3,0.875
G52718004,06:33.7,0.199,,B52718004,08:14.6,0.8
G52718004,06:34.1,0.154,,B52718004,08:15.8,0.7
G52718004,06:34.4,0.181,,B52718004,08:17.0,0.675
G52718004,06:34.8,0.136,,B52718004,08:19.9,0.4
G52718004,06:35.6,0.679,,B52718004,08:21.1,0.475
G52718004,06:36.4,0.371,,B52718004,08:22.4,0.787
G52718004,06:37.0,0.172,,B52718004,08:23.6,0.738
G52718004,06:37.5,0.181,,B52718004,08:24.7,0.813
G52718004,06:37.9,0.145,,B52718004,08:25.6,5.963
G52718004,06:38.3,0.272,,B52718004,08:31.7,0.6
G52718004,06:39.0,0.127,,B52718004,08:32.9,0.575
G52718004,06:50.2,0.199,,B52718004,08:34.2,0.613
G52718004,06:50.8,0.163,,B52718004,08:35.5,0.512
G52718004,06:52.6,0.19,,B52718004,08:43.6,0.412
G52718004,06:53.0,0.163,,B52718004,08:44.4,7.537
G52718004,06:53.3,0.208,,B52718004,08:52.4,0.713
G52718004,06:53.9,0.172,,B52718004,08:57.3,0.575
G52718004,06:55.6,0.254,,B52718004,08:58.8,0.688
G52718004,06:58.3,0.172,,B52718004,09:00.0,0.838
G52718004,07:04.3,0.217,,B52718004,09:01.4,0.938
G52718004,07:06.4,0.272,,B52718004,09:02.7,0.75
G52718004,07:07.0,0.199,,B52718004,09:05.5,0.575
G52718004,07:07.4,0.217,,B52718004,09:14.9,0.887
G52718004,07:09.9,0.254,,B52718004,09:16.0,0.588
G52718004,07:29.3,0.199,,B52718004,09:16.8,0.9
G52718004,07:29.8,0.172,,B52718004,09:17.8,0.938
G52718004,07:30.4,0.163,,B52718004,09:19.0,1.013
G52718004,07:30.8,0.181,,B52718004,09:20.1,0.988
G52718004,07:31.2,0.172,,B52718004,09:21.3,1.763
G52718004,07:31.6,0.163,,B52718004,09:23.7,0.537
G52718004,07:32.2,0.145,,B52718004,09:26.5,0.65
G52718004,07:34.2,0.235,,B52718004,09:27.6,0.762
G52718004,07:34.5,0.181,,B52718004,09:28.7,0.887
G52718004,07:34.8,0.19,,B52718004,09:30.0,0.775
G52718004,07:35.1,0.154,,B52718004,09:31.2,0.813
G52718004,07:35.4,0.127,,B52718004,09:32.4,0.85
G52718004,07:35.8,0.1,,B52718004,09:33.6,0.813
G52718004,07:45.5,0.118,,B52718004,09:34.9,0.825
G52718004,07:45.9,0.208,,B52718004,09:42.9,7.275
G52718004,07:46.3,0.181,,B52718004,09:50.3,1.138
G52718004,07:46.8,0.154,,B52718004,09:52.0,0.575
G52718004,07:48.3,0.199,,B52718004,10:01.4,0.825
G52718004,07:54.9,0.136,,B52718004,10:02.8,0.713
G52718004,07:55.1,0.272,,B52718004,10:04.1,0.563
G52718004,08:04.2,0.254,,B52718004,10:05.2,0.688
G52718004,08:06.6,0.245,,B52718004,10:06.4,0.762
G52718004,08:07.5,0.1,,B52718004,10:07.7,0.613
G52718004,08:08.4,0.163,,B52718004,10:11.6,0.525
G52718004,08:08.8,0.145,,B52718004,10:12.7,0.7
G52718004,08:09.2,0.163,,B52718004,10:14.0,0.725
G52718004,08:09.6,0.19,,B52718004,10:15.3,0.762
G52718004,08:20.3,0.172,,B52718004,10:16.6,0.588
G52718004,08:34.8,0.181,,B52718004,10:25.6,0.85
G52718004,08:36.5,0.172,,B52718004,10:26.7,0.9
G52718004,08:37.4,0.208,,B52718004,10:27.8,5.275
G52718004,08:38.0,0.154,,B52718004,10:33.3,0.6
G52718004,08:39.6,0.19,,B52718004,10:34.5,0.563
G52718004,08:42.4,0.181,,B52718004,10:35.8,0.5
G52718004,08:42.9,0.181,,B52718004,10:45.2,0.7
G52718004,08:43.3,0.145,,B52718004,10:46.3,0.725
G52718004,08:44.0,0.145,,B52718004,10:47.5,0.825
G52718004,08:53.4,0.163,,B52718004,10:48.7,0.813
G52718004,08:53.8,0.154,,B52718004,10:49.9,0.787
G52718004,08:54.4,0.19,,B52718004,10:51.1,8.938
G52718004,08:56.0,0.163,,B52718004,11:12.8,0.575
G52718004,08:56.4,0.154,,B52718004,11:13.9,0.575
G52718004,08:56.7,0.145,,B52718004,11:15.0,0.675
G52718004,08:57.0,0.136,,B52718004,11:16.2,0.688
G52718004,09:03.3,0.172,,B52718004,11:17.4,0.738
G52718004,09:03.7,0.181,,B52718004,11:18.7,0.725
G52718004,09:04.2,0.154,,B52718004,11:20.0,0.675
G52718004,09:04.8,0.136,,B52718004,11:22.3,0.775
G52718004,09:09.1,0.235,,B52718004,11:23.4,6.888
G52718004,09:12.3,0.136,,B52718004,11:43.4,0.637
G52718004,09:13.8,0.172,,B52718004,11:44.7,0.625
G52718004,09:14.2,0.163,,B52718004,11:46.0,1.15
G52718004,09:23.1,0.226,,B52718004,11:47.3,1.4
G52718004,09:25.1,0.154,,B52718004,11:48.7,1.05
G52718004,09:25.5,0.335,,B52718004,11:50.3,1.875
G52718004,09:29.9,0.118,,B52718004,11:52.3,0.775
G52718004,09:31.0,0.136,,B52718004,11:53.4,3.5
G52718004,09:34.7,0.154,,B52718004,12:02.8,0.575
G52718004,09:36.0,0.19,,B52718004,12:03.8,0.625
G52718004,09:38.0,0.154,,B52718004,12:05.0,0.662
G52718004,09:38.7,0.208,,B52718004,12:06.1,0.637
G52718004,09:39.2,0.163,,B52718004,12:07.3,0.637
G52718004,09:39.9,0.217,,B52718004,12:09.7,0.588
G52718004,09:40.5,0.118,,B52718004,12:10.9,0.512
G52718004,09:41.7,0.1,,B52718004,12:12.0,0.588
G52718004,09:42.2,0.136,,B52718004,12:13.1,0.588
G52718004,09:42.6,0.19,,B52718004,12:14.2,0.625
G52718004,09:43.1,0.172,,B52718004,12:15.4,0.625
G52718004,09:53.6,0.19,,B52718004,12:19.9,0.525
G52718004,09:54.2,0.145,,B52718004,12:21.1,0.45
G52718004,09:54.7,0.199,,B52718004,12:21.8,2.275
G52718004,09:55.3,0.145,,B52718004,12:24.3,3
G52718004,09:57.3,0.145,,B52718004,12:27.4,1.087
G52718004,09:57.9,0.326,,B52718004,12:28.7,0.9
G52718004,09:58.5,0.208,,B52718004,12:29.9,0.787
G52718004,09:59.0,0.181,,B52718004,12:31.1,0.8
G52718004,09:59.8,0.172,,B52718004,12:32.4,0.775
G52718004,10:02.3,0.181,,B52718004,12:38.7,0.55
G52718004,10:04.9,0.217,,B52718004,12:43.8,0.575
G52718004,10:07.4,0.172,,B52718004,12:45.0,0.525
G52718004,10:09.4,0.19,,B52718004,12:46.2,0.588
G52718004,10:10.2,0.118,,B52718004,12:47.3,0.613
G52718004,10:10.8,0.19,,B52718004,12:48.6,0.637
G52718004,10:11.3,0.145,,B52718004,12:49.6,0.95
G52718004,10:17.3,0.145,,B52718004,12:50.8,0.688
G52718004,10:17.6,0.145,,B52718004,12:51.9,0.7
G52718004,10:18.0,0.136,,B52718004,12:53.0,0.912
G52718004,10:19.1,0.181,,B52718004,12:54.1,2.15
G52718004,10:19.7,0.199,,B52718004,12:56.3,0.713
G52718004,10:20.6,0.199,,B52718004,12:57.5,0.688
G52718004,10:22.6,0.109,,B52718004,13:02.2,0.6
G52718004,10:23.1,0.172,,B52718004,13:03.4,0.7
G52718004,10:23.5,0.136,,B52718004,13:04.7,0.613
G52718004,10:23.9,0.19,,B52718004,13:06.0,0.738
G52718004,10:24.1,0.154,,B52718004,13:07.3,0.787
G52718004,10:36.5,0.208,,B52718004,13:10.7,0.625
G52718004,10:36.9,0.806,,B52718004,13:11.9,0.6
G52718004,10:37.9,0.09,,B52718004,13:13.2,0.625
G52718004,10:39.1,0.254,,B52718004,13:14.4,0.662
G52718004,10:42.6,0.172,,B52718004,13:15.2,1.688
G52718004,10:43.0,0.154,,B52718004,13:17.4,0.75
G52718004,10:43.3,0.109,,B52718004,13:18.6,0.662
G52718004,10:43.7,0.109,,B52718004,13:19.8,0.6
G52718004,10:47.1,0.154,,B52718004,13:20.9,0.825
G52718004,11:00.4,0.245,,B52718004,13:22.4,1.1
G52718004,11:02.6,0.199,,B52718004,13:24.3,0.625
G52718004,11:02.9,0.38,,B52718004,13:25.7,0.475
G52718004,11:03.7,0.344,,B52718004,13:26.6,1.975
G52718004,11:05.3,0.172,,B52718004,13:28.7,2.825
G52718004,11:05.6,0.154,,B52718004,13:31.8,1.05
G52718004,11:05.9,0.172,,B52718004,13:33.5,0.588
G52718004,11:06.3,0.127,,B52718004,13:35.1,0.525
G52718004,11:08.1,0.145,,B52718004,13:36.3,0.575
G52718004,11:08.5,0.172,,B52718004,13:37.4,0.575
G52718004,11:08.8,0.199,,B52718004,13:38.4,0.825
G52718004,11:09.3,0.09,,B52718004,13:39.5,0.738
G52718004,11:09.6,0.163,,B52718004,13:40.7,0.838
G52718004,11:09.9,0.154,,B52718004,13:42.3,0.563
G52718004,11:12.8,0.172,,B52718004,13:44.6,0.563
G52718004,11:13.5,0.199,,B52718004,13:45.6,0.8
G52718004,11:16.9,0.136,,B52718004,13:46.6,0.912
G52718004,11:30.5,0.208,,B52718004,13:47.8,0.925
G52718004,11:31.7,0.272,,B52718004,13:49.0,0.95
G52718004,11:32.3,0.163,,B52718004,13:50.1,5.237
G52718004,11:33.1,0.127,,B52718004,13:55.5,2.038
G52718004,11:33.5,0.172,,B52718004,13:57.7,3.138
G52718004,11:33.9,0.172,,B52718004,14:01.5,0.588
G52718004,11:34.4,0.181,,B52718004,14:15.3,0.95
G52718004,11:35.0,0.154,,B52718004,14:16.4,0.525
G52718004,11:35.9,0.453,,B52718004,14:17.3,0.738
G52718004,11:36.5,0.154,,B52718004,14:18.7,0.65
G52718004,11:36.8,0.172,,B52718004,14:20.0,0.625
G52718004,11:37.2,0.172,,B52718004,14:21.2,0.625
G52718004,11:37.5,0.145,,B52718004,14:23.9,0.55
G52718004,11:38.0,0.09,,B52718004,14:24.9,0.7
G52718004,11:43.5,0.118,,B52718004,14:26.0,0.4
G52718004,11:44.1,0.154,,B52718004,14:26.4,0.525
G52718004,11:57.4,0.172,,B52718004,14:27.1,0.4
G52718004,11:57.9,0.181,,B52718004,14:27.7,0.487
G52718004,11:58.9,0.226,,B52718004,14:29.4,0.563
G52718004,12:01.5,0.118,,B52718004,14:30.5,0.662
G52718004,12:01.8,0.199,,B52718004,14:31.6,0.75
G52718004,12:02.2,0.181,,B52718004,14:32.8,0.762
G52718004,12:05.8,0.163,,B52718004,14:34.1,0.662
G52718004,12:09.1,0.208,,B52718004,14:35.3,0.688
G52718004,12:10.4,0.154,,B52718004,14:36.5,0.725
G52718004,12:12.9,0.181,,B52718004,14:37.5,0.975
G52718004,12:16.7,0.407,,B52718004,14:38.6,0.487
G52718004,12:17.4,0.19,,B52718004,14:39.7,0.475
G52718004,12:17.9,0.172,,B52718004,14:40.9,0.412
G52718004,12:20.5,0.272,,B52718004,14:42.2,0.588
G52718004,12:33.6,0.172,,B52718004,14:50.0,0.55
G52718004,12:33.9,0.145,,B52718004,14:51.1,0.625
G52718004,12:34.2,0.127,,B52718004,14:52.2,0.588
G52718004,12:34.5,0.172,,B52718004,14:53.5,0.575
G52718004,12:34.9,0.19,,B52718004,14:54.6,0.588
G52718004,12:35.2,0.317,,B52718004,14:55.8,0.662
G52718004,12:35.9,0.145,,B52718004,14:56.6,0.412
G52718004,12:38.1,0.272,,B52718004,14:57.0,1.075
G52718004,12:42.8,0.254,,B52718004,14:58.3,1
G52718004,12:43.4,0.127,,B52718004,14:59.5,0.988
G52718004,12:44.8,0.19,,B52718004,15:00.8,0.875
G52718004,12:45.8,0.19,,B52718004,15:02.1,0.613
G52718004,12:57.8,0.163,,B52718004,15:11.4,0.575
G52718004,12:58.9,0.217,,B52718004,15:12.6,0.563
G52718004,12:59.6,0.154,,B52718004,15:26.1,0.563
G52718004,13:00.5,0.235,,B52718004,15:27.3,0.613
G52718004,13:01.0,0.181,,B52718004,15:28.0,9.162
G52718004,13:01.4,0.208,,B52718004,15:40.2,0.512
G52718004,13:01.9,0.127,,B52718004,15:42.1,0.6
G52718004,13:02.3,0.136,,B52718004,15:43.4,0.6
G52718004,13:04.1,0.145,,B52718004,15:44.6,0.675
G52718004,13:04.4,0.154,,B52718004,15:45.8,0.7
G52718004,13:05.7,0.172,,B52718004,15:47.1,0.775
G52718004,13:13.9,0.145,,B52718004,15:48.4,0.675
G52718004,13:17.1,0.29,,B52718004,15:56.9,0.588
G52718004,13:18.3,0.254,,B52718004,15:57.9,0.5
G52718004,13:25.3,0.254,,B52718004,15:58.9,0.563
G52718004,13:33.1,0.217,,B52718004,16:00.1,0.575
G52718004,13:34.6,0.254,,B52718004,16:01.2,0.675
G52718004,13:37.1,0.245,,B52718004,16:02.4,0.762
G52718004,13:43.5,0.154,,B52718004,16:03.4,0.875
G52718004,14:00.7,0.181,,B52718004,16:04.5,0.95
G52718004,14:01.3,0.245,,B52718004,16:05.8,0.975
G52718004,14:04.3,0.272,,B52718004,16:06.9,0.662
G52718004,14:07.7,0.199,,B52718004,16:08.2,0.688
G52718004,14:08.1,0.226,,B52718004,16:09.0,6.537
G52718004,14:08.5,0.19,,B52718004,16:15.8,0.963
G52718004,14:09.0,0.181,,B52718004,16:17.1,0.775
G52718004,14:10.2,0.308,,B52718004,16:30.1,0.662
G52718004,14:19.5,0.19,,B52718004,16:32.7,0.675
G52718004,14:23.0,0.163,,B52718004,16:33.8,0.725
G52718004,14:34.0,0.1,,B52718004,16:35.1,0.637
G52718004,14:44.3,0.208,,B52718004,16:36.2,12.463
G52718004,14:47.2,0.136,,B52718004,16:49.2,0.838
G52718004,14:47.9,0.072,,B52718004,17:04.1,0.55
G52718004,14:51.8,0.127,,B52718004,17:05.2,0.512
G52718004,14:55.3,0.217,,B52718004,17:06.1,0.762
G52718004,15:04.0,0.389,,B52718004,17:07.2,0.825
G52718004,15:04.7,0.163,,B52718004,17:08.4,2.288
G52718004,15:04.9,0.145,,B52718004,17:10.8,0.863
G52718004,15:07.8,0.263,,B52718004,17:12.1,0.688
G52718004,15:09.5,0.181,,B52718004,17:16.2,0.537
G52718004,15:09.8,0.181,,B52718004,17:17.6,1.15
G52718004,15:10.1,0.154,,B52718004,17:19.3,0.65
G52718004,15:12.5,0.181,,B52718004,17:20.4,0.662
G52718004,15:15.0,0.072,,B52718004,17:21.6,0.688
G52718004,15:17.8,0.145,,B52718004,17:22.8,0.688
G52718004,15:18.4,0.072,,B52718004,17:24.1,0.713
G52718004,15:23.9,0.1,,B52718004,17:25.5,0.55
G52718004,15:25.3,0.127,,B52718004,17:26.8,0.512
G52718004,15:25.8,0.163,,B52718004,17:28.0,0.662
G52718004,15:29.0,0.154,,B52718004,17:29.2,0.738
G52718004,15:37.9,0.199,,B52718004,17:30.4,0.738
G52718004,15:38.5,0.199,,B52718004,17:31.9,0.738
G52718004,15:41.5,0.181,,B52718004,17:37.0,0.563
G52718004,15:42.1,0.1,,B52718004,17:38.5,0.487
G52718004,15:42.9,0.136,,B52718004,17:39.7,0.5
G52718004,15:44.0,0.136,,B52718004,17:40.8,0.65
G52718004,15:50.7,0.426,,B52718004,17:42.1,0.563
G52718004,15:54.8,0.208,,B52718004,17:43.5,0.713
G52718004,15:57.6,0.127,,B52718004,17:45.5,1.038
G52718004,16:12.2,0.208,,B52718004,17:46.7,0.975
G52718004,16:19.1,0.154,,B52718004,17:47.9,0.975
G52718004,16:19.6,0.208,,B52718004,17:49.1,1.025
G52718004,16:20.0,0.181,,B52718004,17:50.2,4.813
G52718004,16:20.5,0.154,,B52718004,18:00.6,0.588
